"PVWatts: Hourly PV Performance Data"
"Requested Location:","14 woodside Dr, cumberland center, maine"
"Location:","Lat, Lon: 43.81, -70.26"
"Lat (deg N):","43.81"
"Long (deg W):","70.26"
"Elev (m):","82.919998168945"
"DC System Size (kW):","4.4"
"Module Type:","Premium"
"Array Type:","Fixed (roof mount)"
"Array Tilt (deg):","43"
"Array Azimuth (deg):","225"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.090"
"Capacity Factor (%)","14.3"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","9","12","1","150","12","0","137.922","16.119","537.615","504.276"
"11","9","13","6","136","12","0","134.385","17.033","522.188","489.196"
"11","9","14","0","73","11","0","65.564","12.6","258.619","231.237"
"11","9","15","459","35","10","0","437.639","27.485","1632.768","1569.69"
"11","9","16","0","0","8","0","0","8","0","0"
"11","9","17","0","0","7","0","0","7","0","0"
"11","9","18","0","0","7","0","0","7","0","0"
"11","9","19","0","0","7","0","0","7","0","0"
"11","9","20","0","0","6","0","0","6","0","0"
"11","9","21","0","0","6","0","0","6","0","0"
"11","9","22","0","0","6","0","0","6","0","0"
"11","9","23","0","0","6","0","0","6","0","0"
"11","10","0","0","0","6","0","0","6","0","0"
"11","10","1","0","0","6","0","0","6","0","0"
"11","10","2","0","0","6","0","0","6","0","0"
"11","10","3","0","0","6","0","0","6","0","0"
"11","10","4","0","0","6","0","0","6","0","0"
"11","10","5","0","0","6","0","0","6","0","0"
"11","10","6","0","0","6","0","0","6","0","0"
"11","10","7","0","23","6","0","19.224","1.892","78.554","54.667"
"11","10","8","11","105","7","0","90.825","6.883","362.766","333.237"
"11","10","9","0","67","7","0","56.311","6.858","226.402","199.666"
"11","10","10","0","24","7","0","20.097","3.975","81.567","57.624"
"11","10","11","11","171","8","0","163.999","12.472","647.039","611.185"
"11","10","12","0","68","8","0","57.171","9.606","227.777","201.013"
"11","10","13","0","28","8","0","23.431","5.266","94.697","70.508"
"11","10","14","0","20","8","0","16.701","4.18","67.737","44.052"
"11","10","15","0","1","7","0","0.83","2.197","3.39","0"
"11","10","16","0","0","7","0","0","7","0","0"
"11","10","17","0","0","7","0","0","7","0","0"
"11","10","18","0","0","6","0","0","6","0","0"
"11","10","19","0","0","6","0","0","6","0","0"
"11","10","20","0","0","6","0","0","6","0","0"
"11","10","21","0","0","6","0","0","6","0","0"
"11","10","22","0","0","6","0","0","6","0","0"
"11","10","23","0","0","6","0","0","6","0","0"
"11","11","0","0","0","6","0","0","6","0","0"
"11","11","1","0","0","6","0","0","6","0","0"
"11","11","2","0","0","6","0","0","6","0","0"
"11","11","3","0","0","6","0","0","6","0","0"
"11","11","4","0","0","6","0","0","6","0","0"
"11","11","5","0","0","6","0","0","6","0","0"
"11","11","6","0","0","6","0","0","6","0","0"
"11","11","7","72","53","6","0","41.355","3.053","168.351","142.756"
"11","11","8","0","94","6","0","79.004","5.817","318.726","290.116"
"11","11","9","67","162","6","0","179.001","12.206","700.2","663.087"
"11","11","10","137","201","7","0","295.566","19.864","1132.39","1084.158"
"11","11","11","98","209","8","0","290.281","21.996","1107.68","1060.126"
"11","11","12","140","197","9","0","350.39","25.368","1322.238","1268.622"
"11","11","13","540","106","9","0","657.533","37.631","2374.064","2285.104"
"11","11","14","520","68","9","0","575.628","37.246","2079.821","2001.691"
"11","11","15","142","43","9","0","189.243","22.044","720.456","682.857"
"11","11","16","0","0","9","0","0","9","0","0"
"11","11","17","0","0","9","0","0","9","0","0"
"11","11","18","0","0","9","0","0","9","0","0"
"11","11","19","0","0","8","0","0","8","0","0"
"11","11","20","0","0","8","0","0","8","0","0"
"11","11","21","0","0","8","0","0","8","0","0"
"11","11","22","0","0","8","0","0","8","0","0"
"11","11","23","0","0","7","0","0","7","0","0"
"11","12","0","0","0","7","0","0","7","0","0"
"11","12","1","0","0","7","0","0","7","0","0"
"11","12","2","0","0","7","0","0","7","0","0"
"11","12","3","0","0","6","0","0","6","0","0"
"11","12","4","0","0","6","0","0","6","0","0"
"11","12","5","0","0","6","0","0","6","0","0"
"11","12","6","0","0","6","0","0","6","0","0"
"11","12","7","527","35","6","0","31.11","2.512","126.868","102.07"
"11","12","8","724","52","6","0","223.526","13.608","725.463","687.744"
"11","12","9","814","60","7","0","446.651","26.566","1599.864","1537.828"
"11","12","10","857","65","9","0","640.335","37.8","2282.116","2196.619"
"11","12","11","400","176","10","0","538.265","36.697","1946.628","1873.159"
"11","12","12","858","64","11","0","848.315","47.594","2949.366","2837.121"
"11","12","13","813","59","11","0","836.256","49.371","2889.048","2779.375"
"11","12","14","716","50","10","0","711.966","44.268","2505.857","2411.81"
"11","12","15","491","31","9","0","445.192","33.058","1627.569","1564.657"
"11","12","16","0","0","7","0","0","7","0","0"
"11","12","17","0","0","6","0","0","6","0","0"
"11","12","18","0","0","5","0","0","5","0","0"
"11","12","19","0","0","4","0","0","4","0","0"
"11","12","20","0","0","4","0","0","4","0","0"
"11","12","21","0","0","3","0","0","3","0","0"
"11","12","22","0","0","3","0","0","3","0","0"
"11","12","23","0","0","2","0","0","2","0","0"
"11","13","0","0","0","2","0","0","2","0","0"
"11","13","1","0","0","1","0","0","1","0","0"
"11","13","2","0","0","1","0","0","1","0","0"
"11","13","3","0","0","1","0","0","1","0","0"
"11","13","4","0","0","1","0","0","1","0","0"
"11","13","5","0","0","2","0","0","2","0","0"
"11","13","6","0","0","2","0","0","2","0","0"
"11","13","7","503","37","3","0","30.265","-0.683","124.702","99.946"
"11","13","8","0","80","4","0","67.249","2.788","273.996","246.303"
"11","13","9","103","162","5","0","202.644","12.141","789.921","750.63"
"11","13","10","3","152","6","0","136.408","12.097","538.86","505.494"
"11","13","11","26","182","7","0","188.237","14.557","737.278","699.273"
"11","13","12","6","154","7","0","147.805","13.44","581.346","547.015"
"11","13","13","43","147","7","0","199.314","15.243","779.064","740.04"
"11","13","14","9","93","7","0","100.303","11.384","397.204","366.946"
"11","13","15","0","17","6","0","14.195","3.639","57.675","34.175"
"11","13","16","0","0","6","0","0","6","0","0"
"11","13","17","0","0","6","0","0","6","0","0"
"11","13","18","0","0","6","0","0","6","0","0"
"11","13","19","0","0","6","0","0","6","0","0"
"11","13","20","0","0","6","0","0","6","0","0"
"11","13","21","0","0","6","0","0","6","0","0"
"11","13","22","0","0","6","0","0","6","0","0"
"11","13","23","0","0","6","0","0","6","0","0"
"11","14","0","0","0","6","0","0","6","0","0"
"11","14","1","0","0","6","0","0","6","0","0"
"11","14","2","0","0","6","0","0","6","0","0"
"11","14","3","0","0","6","0","0","6","0","0"
"11","14","4","0","0","6","0","0","6","0","0"
"11","14","5","0","0","6","0","0","6","0","0"
"11","14","6","0","0","6","0","0","6","0","0"
"11","14","7","44","48","6","0","38.209","2.886","155.629","130.279"
"11","14","8","0","84","7","0","70.64","6.276","284.554","256.646"
"11","14","9","0","63","7","0","52.925","6.098","213.32","186.843"
"11","14","10","1","148","8","0","131.381","11.355","520.362","487.411"
"11","14","11","0","61","9","0","51.256","9.647","204.186","177.889"
"11","14","12","0","122","9","0","108.664","11.189","430.66","399.683"
"11","14","13","39","144","9","0","192.088","16.304","748.129","709.861"
"11","14","14","22","94","8","0","125.91","13.481","495.038","462.651"
"11","14","15","0","19","8","0","15.877","6.337","63.945","40.329"
"11","14","16","0","0","7","0","0","7","0","0"
"11","14","17","0","0","7","0","0","7","0","0"
"11","14","18","0","0","7","0","0","7","0","0"
"11","14","19","0","0","7","0","0","7","0","0"
"11","14","20","0","0","7","0","0","7","0","0"
"11","14","21","0","0","8","0","0","8","0","0"
"11","14","22","0","0","8","0","0","8","0","0"
"11","14","23","0","0","8","0","0","8","0","0"
"11","15","0","0","0","7","0","0","7","0","0"
"11","15","1","0","0","6","0","0","6","0","0"
"11","15","2","0","0","5","0","0","5","0","0"
"11","15","3","0","0","3","0","0","3","0","0"
"11","15","4","0","0","3","0","0","3","0","0"
"11","15","5","0","0","3","0","0","3","0","0"
"11","15","6","0","0","3","0","0","3","0","0"
"11","15","7","415","44","3","0","36.395","-0.329","149.789","124.552"
"11","15","8","662","68","4","0","219.58","11.472","726.983","689.227"
"11","15","9","778","79","5","0","445.266","24.553","1607.512","1545.235"
"11","15","10","837","81","6","0","644.999","35.175","2320.591","2233.654"
"11","15","11","843","84","6","0","783.067","41.619","2777.265","2672.278"
"11","15","12","1","144","7","0","133.053","20.197","511.453","478.702"
"11","15","13","0","115","6","0","106.628","9.806","424.54","393.695"
"11","15","14","0","58","5","0","49.784","5.142","201.291","175.051"
"11","15","15","0","32","4","0","30.105","1.335","123.237","98.509"
"11","15","16","0","0","3","0","0","3","0","0"
"11","15","17","0","0","3","0","0","3","0","0"
"11","15","18","0","0","3","0","0","3","0","0"
"11","15","19","0","0","2","0","0","2","0","0"
"11","15","20","0","0","2","0","0","2","0","0"
"11","15","21","0","0","2","0","0","2","0","0"
"11","15","22","0","0","2","0","0","2","0","0"
"11","15","23","0","0","2","0","0","2","0","0"
"11","16","0","0","0","2","0","0","2","0","0"
"11","16","1","0","0","2","0","0","2","0","0"
"11","16","2","0","0","2","0","0","2","0","0"
"11","16","3","0","0","2","0","0","2","0","0"
"11","16","4","0","0","2","0","0","2","0","0"
"11","16","5","0","0","2","0","0","2","0","0"
"11","16","6","0","0","2","0","0","2","0","0"
"11","16","7","443","40","2","0","33.021","-1.544","136.433","111.452"
"11","16","8","685","61","3","0","217.038","10.292","714.326","676.874"
"11","16","9","793","72","4","0","443.38","23.493","1604.084","1541.915"
"11","16","10","843","76","5","0","641.463","34.104","2316.028","2229.263"
"11","16","11","854","77","6","0","781.516","41.536","2772.24","2667.462"
"11","16","12","831","76","7","0","842.21","45.513","2950.933","2838.62"
"11","16","13","622","84","7","0","698.709","41.151","2489.708","2396.293"
"11","16","14","647","60","6","0","668.764","38.118","2407.95","2317.697"
"11","16","15","244","38","5","0","276.564","22.658","1049.795","1003.81"
"11","16","16","0","0","4","0","0","4","0","0"
"11","16","17","0","0","4","0","0","4","0","0"
"11","16","18","0","0","4","0","0","4","0","0"
"11","16","19","0","0","3","0","0","3","0","0"
"11","16","20","0","0","3","0","0","3","0","0"
"11","16","21","0","0","3","0","0","3","0","0"
"11","16","22","0","0","4","0","0","4","0","0"
"11","16","23","0","0","3","0","0","3","0","0"
"11","17","0","0","0","3","0","0","3","0","0"
"11","17","1","0","0","3","0","0","3","0","0"
"11","17","2","0","0","3","0","0","3","0","0"
"11","17","3","0","0","3","0","0","3","0","0"
"11","17","4","0","0","3","0","0","3","0","0"
"11","17","5","0","0","2","0","0","2","0","0"
"11","17","6","0","0","2","0","0","2","0","0"
"11","17","7","323","46","4","0","35.611","0.606","146.12","120.954"
"11","17","8","563","80","5","0","205.94","11.794","692.796","655.86"
"11","17","9","676","97","7","0","415.141","25.114","1499.585","1440.666"
"11","17","10","746","101","8","0","607.697","35.426","2185.225","2103.3"
"11","17","11","752","106","8","0","738.228","41.617","2618.423","2519.915"
"11","17","12","310","170","9","0","481.887","34.586","1758.873","1691.72"
"11","17","13","326","133","9","0","469.258","31.883","1729.927","1663.722"
"11","17","14","497","82","8","0","563.967","34.322","2059.149","1981.753"
"11","17","15","239","41","7","0","278.59","23.524","1054.381","1008.273"
"11","17","16","0","0","6","0","0","6","0","0"
"11","17","17","0","0","5","0","0","5","0","0"
"11","17","18","0","0","4","0","0","4","0","0"
"11","17","19","0","0","4","0","0","4","0","0"
"11","17","20","0","0","3","0","0","3","0","0"
"11","17","21","0","0","2","0","0","2","0","0"
"11","17","22","0","0","1","0","0","1","0","0"
"11","17","23","0","0","0","0","0","0","0","0"
"11","18","0","0","0","0","0","0","0","0","0"
"11","18","1","0","0","0","0","0","0","0","0"
"11","18","2","0","0","0","0","0","0","0","0"
"11","18","3","0","0","0","0","0","0","0","0"
"11","18","4","0","0","0","0","0","0","0","0"
"11","18","5","0","0","0","0","0","0","0","0"
"11","18","6","0","0","0","0","0","0","0","0"
"11","18","7","510","34","0","0","30.7","-3.734","127.735","102.92"
"11","18","8","729","55","0","0","219.744","7.41","721.451","683.829"
"11","18","9","350","133","1","0","291.072","14.332","1103.958","1056.506"
"11","18","10","874","71","2","0","651.798","30.36","2383.64","2294.316"
"11","18","11","889","72","3","0","798.897","39.488","2854.784","2746.559"
"11","18","12","350","162","3","0","505.848","30.466","1873.682","1802.702"
"11","18","13","822","63","3","0","840.268","39.811","3008.53","2893.731"
"11","18","14","709","52","3","0","701.161","37.609","2528.928","2433.975"
"11","18","15","447","30","1","0","417.778","24.583","1573.683","1512.469"
"11","18","16","0","0","0","0","0","0","0","0"
"11","18","17","0","0","0","0","0","0","0","0"
"11","18","18","0","0","-1","0","0","-1","0","0"
"11","18","19","0","0","-1","0","0","-1","0","0"
"11","18","20","0","0","-1","0","0","-1","0","0"
"11","18","21","0","0","0","0","0","0","0","0"
"11","18","22","0","0","0","0","0","0","0","0"
"11","18","23","0","0","0","0","0","0","0","0"
"11","19","0","0","0","0","0","0","0","0","0"
"11","19","1","0","0","0","0","0","0","0","0"
"11","19","2","0","0","0","0","0","0","0","0"
"11","19","3","0","0","0","0","0","0","0","0"
"11","19","4","0","0","0","0","0","0","0","0"
"11","19","5","0","0","0","0","0","0","0","0"
"11","19","6","0","0","0","0","0","0","0","0"
"11","19","7","334","43","0","0","35.88","-3.459","149.155","123.93"
"11","19","8","575","77","1","0","203.732","7.676","690.102","653.231"
"11","19","9","688","95","2","0","415.643","20.313","1524.202","1464.526"
"11","19","10","873","67","3","0","639.991","31.957","2326.1","2238.956"
"11","19","11","888","68","4","0","784.054","39.798","2798.088","2692.236"
"11","19","12","868","68","5","0","858.626","44.285","3021.893","2906.513"
"11","19","13","805","65","4","0","826.296","42.865","2925.087","2813.88"
"11","19","14","680","55","4","0","678.917","37.652","2448.276","2356.47"
"11","19","15","0","29","3","0","27.184","11.157","107.746","83.311"
"11","19","16","0","0","3","0","0","3","0","0"
"11","19","17","0","0","3","0","0","3","0","0"
"11","19","18","0","0","2","0","0","2","0","0"
"11","19","19","0","0","1","0","0","1","0","0"
"11","19","20","0","0","1","0","0","1","0","0"
"11","19","21","0","0","0","1","0","0","0","0"
"11","19","22","0","0","0","1","0","0","0","0"
"11","19","23","0","0","0","1","0","0","0","0"
"11","20","0","0","0","0","1","0","0","0","0"
"11","20","1","0","0","0","1","0","0","0","0"
"11","20","2","0","0","0","1","0","0","0","0"
"11","20","3","0","0","0","1","0","0","0","0"
"11","20","4","0","0","0","1","0","0","0","0"
"11","20","5","0","0","0","0","0","0","0","0"
"11","20","6","0","0","0","0","0","0","0","0"
"11","20","7","0","34","1","0","27.931","-2.879","115.896","91.306"
"11","20","8","0","50","2","0","41.958","-0.71","172.896","147.212"
"11","20","9","0","113","3","0","97.517","3.998","395.761","365.534"
"11","20","10","0","48","3","0","40.268","1.901","164.54","139.018"
"11","20","11","0","44","4","0","36.905","1.415","151.036","125.775"
"11","20","12","388","152","4","0","543.556","25.625","2047.938","1970.937"
"11","20","13","353","124","4","0","499.511","28.859","1861.278","1790.717"
"11","20","14","581","66","3","0","616.586","31.863","2270.824","2185.748"
"11","20","15","316","35","2","0","323.387","21.107","1233.37","1182.313"
"11","20","16","0","0","2","0","0","2","0","0"
"11","20","17","0","0","1","0","0","1","0","0"
"11","20","18","0","0","1","0","0","1","0","0"
"11","20","19","0","0","0","0","0","0","0","0"
"11","20","20","0","0","0","0","0","0","0","0"
"11","20","21","0","0","0","0","0","0","0","0"
"11","20","22","0","0","0","0","0","0","0","0"
"11","20","23","0","0","0","1","0","0","0","0"
"11","21","0","0","0","0","0","0","0","0","0"
"11","21","1","0","0","0","0","0","0","0","0"
"11","21","2","0","0","0","0","0","0","0","0"
"11","21","3","0","0","0","0","0","0","0","0"
"11","21","4","0","0","0","0","0","0","0","0"
"11","21","5","0","0","0","0","0","0","0","0"
"11","21","6","0","0","-1","0","0","-1","0","0"
"11","21","7","323","41","0","0","34.322","-3.574","142.731","117.63"
"11","21","8","601","70","0","0","200.743","6.521","674.167","637.673"
"11","21","9","730","83","1","0","419.165","19.466","1536.366","1476.314"
"11","21","10","814","82","2","0","620.421","30.345","2268.434","2183.447"
"11","21","11","824","85","3","0","758.251","37.853","2725.486","2622.635"
"11","21","12","796","84","3","0","813.015","40.783","2898.89","2788.799"
"11","21","13","722","80","3","0","776.028","39.949","2777.022","2672.045"
"11","21","14","409","71","2","0","471.807","28.146","1760.992","1693.77"
"11","21","15","309","34","1","0","317.071","18.431","1220.421","1169.731"
"11","21","16","0","0","0","0","0","0","0","0"
"11","21","17","0","0","0","0","0","0","0","0"
"11","21","18","0","0","0","0","0","0","0","0"
"11","21","19","0","0","0","0","0","0","0","0"
"11","21","20","0","0","0","0","0","0","0","0"
"11","21","21","0","0","0","0","0","0","0","0"
"11","21","22","0","0","0","0","0","0","0","0"
"11","21","23","0","0","0","0","0","0","0","0"
"11","22","0","0","0","0","0","0","0","0","0"
"11","22","1","0","0","0","0","0","0","0","0"
"11","22","2","0","0","0","0","0","0","0","0"
"11","22","3","0","0","0","0","0","0","0","0"
"11","22","4","0","0","-1","0","0","-1","0","0"
"11","22","5","0","0","-1","0","0","-1","0","0"
"11","22","6","0","0","-1","0","0","-1","0","0"
